participant,condition,stimulation_type,ruler_position,distance,answer
26,cube,OT,0.21,0.14,21.0
26,cube,OT,0.12,0.23,29.0
26,cube,OT,0.27,0.07999998,15.0
26,cube,OT,0.18,0.17,23.0
26,cube,OT,0.12,0.23,28.0
26,cube,OT,0.24,0.11,17.0
26,cube,OT,0.21,0.14,18.0
26,cube,OT,0.15,0.2,24.0
26,cube,SP,0.18,0.17,29.0
26,cube,SP,0.21,0.14,25.0
26,cube,SP,0.24,0.11,21.0
26,cube,SP,0.12,0.23,31.0
26,cube,SP,0.33,0.01999998,10.0
26,cube,SP,0.3,0.04999998,13.0
26,cube,SP,0.18,0.17,22.0
26,cube,SP,0.24,0.11,17.0
26,cube,SP,0.27,0.07999998,14.0
26,cube,SP,0.12,0.23,28.0
26,cube,DP,0.18,0.17,29.0
26,cube,DP,0.33,0.01999998,12.0
26,cube,DP,0.21,0.14,23.0
26,cube,DP,0.15,0.2,29.0
26,cube,DP,0.27,0.07999998,17.0
26,cube,DP,0.27,0.07999998,14.0
26,cube,DP,0.12,0.23,28.0
26,cube,DP,0.18,0.17,21.0
26,cube,DP,0.21,0.14,17.0
26,cube,DP,0.33,0.01999998,6.0
26,hand,OV,0.18,0.17,24.0
26,hand,OV,0.24,0.11,19.0
26,hand,OV,0.3,0.04999998,13.0
26,hand,OV,0.15,0.2,26.0
26,hand,OV,0.21,0.14,21.0
26,hand,OV,0.15,0.2,26.0
26,hand,OV,0.21,0.14,19.0
26,hand,OV,0.18,0.17,21.0
26,hand,OV,0.3,0.04999998,9.0
26,hand,OV,0.33,0.01999998,6.0
26,hand,OT,0.21,0.14,31.0
26,hand,OT,0.24,0.11,26.0
26,hand,OT,0.15,0.2,35.0
26,hand,OT,0.27,0.07999998,21.0
26,hand,OT,0.12,0.23,36.0
26,hand,OT,0.33,0.01999998,11.0
26,hand,OT,0.15,0.2,28.0
26,hand,OT,0.12,0.23,31.0
26,hand,OT,0.21,0.14,21.0
26,hand,OT,0.3,0.04999998,13.0
26,hand,SP,0.15,0.2,28.0
26,hand,SP,0.21,0.14,22.0
26,hand,SP,0.27,0.07999998,17.0
26,hand,SP,0.12,0.23,31.0
26,hand,SP,0.24,0.11,21.0
26,hand,SP,0.15,0.2,24.0
26,hand,SP,0.21,0.14,18.0
26,hand,SP,0.24,0.11,15.0
26,hand,SP,0.27,0.07999998,13.0
26,hand,SP,0.18,0.17,21.0
26,hand,DP,0.12,0.23,35.0
26,hand,DP,0.3,0.04999998,16.0
26,hand,DP,0.27,0.07999998,18.0
26,hand,DP,0.24,0.11,23.0
26,hand,DP,0.18,0.17,29.0
26,hand,DP,0.27,0.07999998,16.0
26,hand,DP,0.24,0.11,20.0
26,hand,DP,0.12,0.23,29.0
26,hand,DP,0.33,0.01999998,11.0
26,hand,DP,0.3,0.04999998,16.0
27,cube,OV,0.12,0.23,39.0
27,cube,OV,0.18,0.17,32.0
27,cube,OV,0.24,0.11,24.0
27,cube,OV,0.21,0.14,27.0
27,cube,OV,0.3,0.04999998,19.0
27,cube,OV,0.15,0.2,32.0
27,cube,OV,0.21,0.14,24.0
27,cube,OV,0.12,0.23,35.0
27,cube,OV,0.33,0.01999998,13.0
27,cube,OV,0.3,0.04999998,15.0
27,cube,OT,0.18,0.17,32.0
27,cube,OT,0.21,0.14,27.0
27,cube,OT,0.33,0.01999998,15.0
27,cube,OT,0.12,0.23,36.0
27,cube,OT,0.24,0.11,23.0
27,cube,OT,0.27,0.07999998,22.0
27,cube,OT,0.24,0.11,23.0
27,cube,OT,0.18,0.17,30.0
27,cube,OT,0.12,0.23,36.0
27,cube,OT,0.21,0.14,27.0
27,cube,SP,0.15,0.2,35.0
27,cube,SP,0.3,0.04999998,21.0
27,cube,SP,0.21,0.14,29.0
27,cube,SP,0.33,0.01999998,14.0
27,cube,SP,0.27,0.07999998,21.0
27,cube,SP,0.3,0.04999998,17.0
27,cube,SP,0.15,0.2,32.0
27,cube,SP,0.12,0.23,34.0
27,cube,SP,0.24,0.11,20.0
27,cube,SP,0.33,0.01999998,12.0
27,cube,DP,0.15,0.2,36.0
27,cube,DP,0.3,0.04999998,20.0
27,cube,DP,0.12,0.23,37.0
27,cube,DP,0.24,0.11,21.0
27,cube,DP,0.21,0.14,25.0
27,cube,DP,0.27,0.07999998,24.0
27,cube,DP,0.3,0.04999998,18.0
27,cube,DP,0.24,0.11,23.0
27,cube,DP,0.12,0.23,34.0
27,cube,DP,0.15,0.2,30.0
27,hand,OV,0.15,0.2,32.0
27,hand,OV,0.21,0.14,24.0
27,hand,OV,0.27,0.07999998,18.0
27,hand,OV,0.24,0.11,19.0
27,hand,OV,0.33,0.01999998,12.0
27,hand,OV,0.18,0.17,33.0
27,hand,OV,0.15,0.2,35.0
27,hand,OV,0.33,0.01999998,13.0
27,hand,OV,0.27,0.07999998,20.0
27,hand,OV,0.3,0.04999998,16.0
27,hand,OT,0.15,0.2,32.0
27,hand,OT,0.27,0.07999998,25.0
27,hand,OT,0.12,0.23,38.0
27,hand,OT,0.33,0.01999998,16.0
27,hand,OT,0.18,0.17,31.0
27,hand,OT,0.3,0.04999998,20.0
27,hand,OT,0.12,0.23,34.0
27,hand,OT,0.24,0.11,21.0
27,hand,OT,0.15,0.2,30.0
27,hand,OT,0.33,0.01999998,11.0
27,hand,SP,0.3,0.04999998,18.0
27,hand,SP,0.33,0.01999998,13.0
27,hand,SP,0.27,0.07999998,17.0
27,hand,SP,0.12,0.23,31.0
27,hand,SP,0.21,0.14,22.0
27,hand,SP,0.12,0.23,34.0
27,hand,SP,0.21,0.14,23.0
27,hand,SP,0.27,0.07999998,17.0
27,hand,SP,0.24,0.11,21.0
27,hand,SP,0.15,0.2,29.0
27,hand,DP,0.27,0.07999998,23.0
27,hand,DP,0.21,0.14,27.0
27,hand,DP,0.18,0.17,29.0
27,hand,DP,0.15,0.2,32.0
27,hand,DP,0.3,0.04999998,14.0
27,hand,DP,0.18,0.17,28.0
27,hand,DP,0.24,0.11,21.0
27,hand,DP,0.15,0.2,29.0
27,hand,DP,0.3,0.04999998,14.0
27,hand,DP,0.33,0.01999998,11.0
28,cube,OV,0.3,0.04999998,20.0
28,cube,OV,0.15,0.2,33.0
28,cube,OV,0.21,0.14,28.0
28,cube,OV,0.33,0.01999998,18.0
28,cube,OV,0.18,0.17,32.0
28,cube,OV,0.18,0.17,32.0
28,cube,OV,0.24,0.11,25.0
28,cube,OV,0.27,0.07999998,22.0
28,cube,OV,0.3,0.04999998,20.0
28,cube,OV,0.15,0.2,33.0
28,cube,OT,0.24,0.11,25.0
28,cube,OT,0.21,0.14,29.0
28,cube,OT,0.12,0.23,37.0
28,cube,OT,0.3,0.04999998,19.0
28,cube,OT,0.33,0.01999998,16.0
28,cube,OT,0.3,0.04999998,20.0
28,cube,OT,0.18,0.17,33.0
28,cube,OT,0.15,0.2,36.0
28,cube,OT,0.24,0.11,27.0
28,cube,OT,0.27,0.07999998,24.0
28,cube,SP,0.3,0.04999998,23.0
28,cube,SP,0.33,0.01999998,18.0
28,cube,SP,0.27,0.07999998,24.0
28,cube,SP,0.21,0.14,29.0
28,cube,SP,0.15,0.2,36.0
28,cube,SP,0.27,0.07999998,24.0
28,cube,SP,0.15,0.2,36.0
28,cube,SP,0.21,0.14,29.0
28,cube,SP,0.24,0.11,27.0
28,cube,SP,0.12,0.23,38.0
28,cube,DP,0.3,0.04999998,20.0
28,cube,DP,0.12,0.23,36.0
28,cube,DP,0.15,0.2,33.0
28,cube,DP,0.21,0.14,26.0
28,cube,DP,0.18,0.17,29.0
28,cube,DP,0.24,0.11,25.0
28,cube,DP,0.18,0.17,31.0
28,cube,DP,0.21,0.14,27.0
28,cube,DP,0.3,0.04999998,19.0
28,cube,DP,0.27,0.07999998,22.0
28,hand,OV,0.3,0.04999998,25.0
28,hand,OV,0.33,0.01999998,26.0
28,hand,OV,0.15,0.2,44.0
28,hand,OV,0.12,0.23,46.0
28,hand,OV,0.18,0.17,41.0
28,hand,OV,0.15,0.2,39.0
28,hand,OV,0.12,0.23,43.0
28,hand,OV,0.33,0.01999998,21.0
28,hand,OV,0.18,0.17,38.0
28,hand,OV,0.3,0.04999998,27.0
28,hand,OT,0.15,0.2,36.0
28,hand,OT,0.21,0.14,33.0
28,hand,OT,0.18,0.17,36.0
28,hand,OT,0.12,0.23,42.0
28,hand,OT,0.3,0.04999998,23.0
28,hand,OT,0.3,0.04999998,20.0
28,hand,OT,0.27,0.07999998,22.0
28,hand,OT,0.15,0.2,36.0
28,hand,OT,0.12,0.23,39.0
28,hand,OT,0.18,0.17,30.0
28,hand,SP,0.33,0.01999998,24.0
28,hand,SP,0.21,0.14,36.0
28,hand,SP,0.12,0.23,45.0
28,hand,SP,0.27,0.07999998,28.0
28,hand,SP,0.3,0.04999998,25.0
28,hand,SP,0.24,0.11,29.0
28,hand,SP,0.3,0.04999998,24.0
28,hand,SP,0.18,0.17,34.0
28,hand,SP,0.21,0.14,32.0
28,hand,SP,0.15,0.2,39.0
28,hand,DP,0.24,0.11,32.0
28,hand,DP,0.33,0.01999998,22.0
28,hand,DP,0.15,0.2,41.0
28,hand,DP,0.27,0.07999998,28.0
28,hand,DP,0.3,0.04999998,23.0
28,hand,DP,0.33,0.01999998,21.0
28,hand,DP,0.21,0.14,34.0
28,hand,DP,0.3,0.04999998,26.0
28,hand,DP,0.27,0.07999998,30.0
28,hand,DP,0.12,0.23,44.0
29,cube,OV,0.3,0.04999998,26.0
29,cube,OV,0.21,0.14,33.0
29,cube,OV,0.33,0.01999998,19.0
29,cube,OV,0.27,0.07999998,23.0
29,cube,OV,0.15,0.2,36.0
29,cube,OV,0.18,0.17,36.0
29,cube,OV,0.3,0.04999998,22.0
29,cube,OV,0.12,0.23,40.0
29,cube,OV,0.27,0.07999998,25.0
29,cube,OV,0.15,0.2,36.0
29,cube,OT,0.12,0.23,46.0
29,cube,OT,0.33,0.01999998,20.0
29,cube,OT,0.15,0.2,38.0
29,cube,OT,0.27,0.07999998,24.0
29,cube,OT,0.18,0.17,37.0
29,cube,OT,0.18,0.17,38.0
29,cube,OT,0.27,0.07999998,26.0
29,cube,OT,0.3,0.04999998,22.0
29,cube,OT,0.33,0.01999998,18.0
29,cube,OT,0.21,0.14,32.0
29,cube,SP,0.33,0.01999998,23.0
29,cube,SP,0.18,0.17,38.0
29,cube,SP,0.27,0.07999998,30.0
29,cube,SP,0.12,0.23,45.0
29,cube,SP,0.15,0.2,41.0
29,cube,SP,0.18,0.17,37.0
29,cube,SP,0.24,0.11,30.0
29,cube,SP,0.21,0.14,34.0
29,cube,SP,0.3,0.04999998,25.0
29,cube,SP,0.27,0.07999998,29.0
29,cube,DP,0.21,0.14,25.0
29,cube,DP,0.12,0.23,42.0
29,cube,DP,0.33,0.01999998,21.0
29,cube,DP,0.15,0.2,39.0
29,cube,DP,0.3,0.04999998,24.0
29,cube,DP,0.27,0.07999998,27.0
29,cube,DP,0.18,0.17,36.0
29,cube,DP,0.24,0.11,29.0
29,cube,DP,0.21,0.14,32.0
29,cube,DP,0.12,0.23,42.0
29,hand,OV,0.21,0.14,33.0
29,hand,OV,0.3,0.04999998,22.0
29,hand,OV,0.33,0.01999998,18.0
29,hand,OV,0.12,0.23,39.0
29,hand,OV,0.24,0.11,25.0
29,hand,OV,0.27,0.07999998,23.0
29,hand,OV,0.24,0.11,25.0
29,hand,OV,0.3,0.04999998,19.0
29,hand,OV,0.12,0.23,38.0
29,hand,OV,0.21,0.14,29.0
29,hand,OT,0.12,0.23,41.0
29,hand,OT,0.21,0.14,32.0
29,hand,OT,0.18,0.17,36.0
29,hand,OT,0.27,0.07999998,27.0
29,hand,OT,0.33,0.01999998,20.0
29,hand,OT,0.33,0.01999998,21.0
29,hand,OT,0.21,0.14,34.0
29,hand,OT,0.18,0.17,36.0
29,hand,OT,0.3,0.04999998,23.0
29,hand,OT,0.24,0.11,31.0
29,hand,SP,0.3,0.04999998,24.0
29,hand,SP,0.33,0.01999998,20.0
29,hand,SP,0.12,0.23,43.0
29,hand,SP,0.21,0.14,31.0
29,hand,SP,0.27,0.07999998,26.0
29,hand,SP,0.27,0.07999998,26.0
29,hand,SP,0.21,0.14,31.0
29,hand,SP,0.18,0.17,33.0
29,hand,SP,0.15,0.2,35.0
29,hand,SP,0.33,0.01999998,18.0
29,hand,DP,0.3,0.04999998,18.0
29,hand,DP,0.24,0.11,29.0
29,hand,DP,0.27,0.07999998,23.0
29,hand,DP,0.12,0.23,42.0
29,hand,DP,0.15,0.2,38.0
29,hand,DP,0.33,0.01999998,22.0
29,hand,DP,0.3,0.04999998,25.0
29,hand,DP,0.24,0.11,30.0
29,hand,DP,0.21,0.14,31.0
29,hand,DP,0.27,0.07999998,24.0
30,cube,OV,0.27,0.07999998,22.0
30,cube,OV,0.18,0.17,33.0
30,cube,OV,0.24,0.11,26.0
30,cube,OV,0.21,0.14,31.0
30,cube,OV,0.12,0.23,37.0
30,cube,OV,0.33,0.01999998,16.0
30,cube,OV,0.24,0.11,29.0
30,cube,OV,0.18,0.17,34.0
30,cube,OV,0.12,0.23,38.0
30,cube,OV,0.3,0.04999998,18.0
30,cube,OT,0.21,0.14,32.0
30,cube,OT,0.3,0.04999998,22.0
30,cube,OT,0.24,0.11,30.0
30,cube,OT,0.27,0.07999998,27.0
30,cube,OT,0.12,0.23,41.0
30,cube,OT,0.24,0.11,24.0
30,cube,OT,0.18,0.17,31.0
30,cube,OT,0.27,0.07999998,23.0
30,cube,OT,0.15,0.2,37.0
30,cube,OT,0.3,0.04999998,22.0
30,cube,SP,0.24,0.11,26.0
30,cube,SP,0.21,0.14,30.0
30,cube,SP,0.3,0.0499998,22.0
30,cube,SP,0.12,0.23,38.0
30,cube,SP,0.33,0.01999998,18.0
30,cube,SP,0.24,0.11,23.0
30,cube,SP,0.12,0.23,37.0
30,cube,SP,0.3,0.04999998,20.0
30,cube,SP,0.21,0.14,27.0
30,cube,SP,0.33,0.01999998,16.0
30,cube,DP,0.3,0.04999998,20.0
30,cube,DP,0.18,0.17,33.0
30,cube,DP,0.21,0.14,30.0
30,cube,DP,0.27,0.07999998,23.0
30,cube,DP,0.12,0.23,39.0
30,cube,DP,0.24,0.11,20.0
30,cube,DP,0.27,0.07999998,19.0
30,cube,DP,0.15,0.2,33.0
30,cube,DP,0.12,0.23,35.0
30,cube,DP,0.33,0.01999998,16.0
30,hand,OV,0.18,0.17,32.0
30,hand,OV,0.3,0.04999998,21.0
30,hand,OV,0.27,0.07999998,26.0
30,hand,OV,0.21,0.14,33.0
30,hand,OV,0.15,0.2,38.0
30,hand,OV,0.3,0.04999998,18.0
30,hand,OV,0.12,0.23,39.0
30,hand,OV,0.27,0.07999998,25.0
30,hand,OV,0.15,0.2,36.0
30,hand,OV,0.18,0.17,34.0
30,hand,OT,0.3,0.04999998,27.0
30,hand,OT,0.24,0.11,34.0
30,hand,OT,0.12,0.23,42.0
30,hand,OT,0.18,0.17,37.0
30,hand,OT,0.27,0.07999998,29.0
30,hand,OT,0.15,0.2,36.0
30,hand,OT,0.33,0.01999998,20.0
30,hand,OT,0.3,0.04999998,28.0
30,hand,OT,0.12,0.23,41.0
30,hand,OT,0.27,0.07999998,26.0
30,hand,SP,0.27,0.07999998,29.0
30,hand,SP,0.24,0.11,31.0
30,hand,SP,0.12,0.23,40.0
30,hand,SP,0.3,0.04999998,25.0
30,hand,SP,0.33,0.01999998,22.0
30,hand,SP,0.15,0.2,36.0
30,hand,SP,0.24,0.11,27.0
30,hand,SP,0.27,0.07999998,25.0
30,hand,SP,0.18,0.17,34.0
30,hand,SP,0.33,0.01999998,21.0
30,hand,DP,0.27,0.07999998,27.0
30,hand,DP,0.33,0.01999998,22.0
30,hand,DP,0.15,0.2,40.0
30,hand,DP,0.21,0.14,34.0
30,hand,DP,0.3,0.04999998,25.0
30,hand,DP,0.12,0.23,37.0
30,hand,DP,0.21,0.14,29.0
30,hand,DP,0.24,0.11,27.0
30,hand,DP,0.3,0.04999998,22.0
30,hand,DP,0.27,0.07999998,27.0
31,cube,OV,0.18,0.17,32.0
31,cube,OV,0.33,0.01999998,21.0
31,cube,OV,0.12,0.23,40.0
31,cube,OV,0.15,0.2,38.0
31,cube,OV,0.21,0.14,32.0
31,cube,OV,0.21,0.14,32.0
31,cube,OV,0.18,0.17,35.0
31,cube,OV,0.33,0.01999998,19.0
31,cube,OV,0.3,0.04999998,24.0
31,cube,OV,0.24,0.11,29.0
31,cube,OT,0.21,0.14,34.0
31,cube,OT,0.33,0.01999998,23.0
31,cube,OT,0.12,0.23,41.0
31,cube,OT,0.27,0.07999998,29.0
31,cube,OT,0.18,0.17,36.0
31,cube,OT,0.33,0.01999998,22.0
31,cube,OT,0.15,0.2,37.0
31,cube,OT,0.12,0.23,40.0
31,cube,OT,0.3,0.04999998,25.0
31,cube,OT,0.24,0.11,30.0
31,cube,SP,0.12,0.23,42.0
31,cube,SP,0.15,0.2,40.0
31,cube,SP,0.24,0.11,30.0
31,cube,SP,0.33,0.01999998,20.0
31,cube,SP,0.21,0.14,32.0
31,cube,SP,0.33,0.01999998,22.0
31,cube,SP,0.3,0.04999998,25.0
31,cube,SP,0.15,0.2,38.0
31,cube,SP,0.12,0.23,39.0
31,cube,SP,0.18,0.17,35.0
31,cube,DP,0.15,0.2,38.0
31,cube,DP,0.24,0.11,29.0
31,cube,DP,0.12,0.23,39.0
31,cube,DP,0.3,0.04999998,22.0
31,cube,DP,0.27,0.07999998,25.0
31,cube,DP,0.33,0.01999998,21.0
31,cube,DP,0.15,0.2,38.0
31,cube,DP,0.27,0.07999998,25.0
31,cube,DP,0.18,0.17,34.0
31,cube,DP,0.3,0.04999998,23.0
31,hand,OV,0.18,0.17,42.0
31,hand,OV,0.27,0.07999998,33.0
31,hand,OV,0.12,0.23,47.0
31,hand,OV,0.33,0.01999998,28.0
31,hand,OV,0.15,0.2,45.0
31,hand,OV,0.21,0.14,38.0
31,hand,OV,0.24,0.11,35.0
31,hand,OV,0.27,0.07999998,33.0
31,hand,OV,0.15,0.2,45.0
31,hand,OV,0.18,0.17,43.0
31,hand,OT,0.15,0.2,41.0
31,hand,OT,0.27,0.07999998,33.0
31,hand,OT,0.21,0.14,38.0
31,hand,OT,0.3,0.04999998,29.0
31,hand,OT,0.12,0.23,46.0
31,hand,OT,0.15,0.2,44.0
31,hand,OT,0.21,0.14,39.0
31,hand,OT,0.18,0.17,42.0
31,hand,OT,0.33,0.01999998,26.0
31,hand,OT,0.12,0.23,46.0
31,hand,SP,0.24,0.11,35.0
31,hand,SP,0.21,0.14,36.0
31,hand,SP,0.15,0.2,43.0
31,hand,SP,0.33,0.01999998,28.0
31,hand,SP,0.27,0.07999998,32.0
31,hand,SP,0.27,0.07999998,30.0
31,hand,SP,0.33,0.01999998,28.0
31,hand,SP,0.12,0.23,46.0
31,hand,SP,0.18,0.17,40.0
31,hand,SP,0.15,0.2,44.0
31,hand,DP,0.15,0.2,38.0
31,hand,DP,0.18,0.17,41.0
31,hand,DP,0.33,0.01999998,27.0
31,hand,DP,0.24,0.11,37.0
31,hand,DP,0.12,0.23,46.0
31,hand,DP,0.3,0.04999998,32.0
31,hand,DP,0.33,0.01999998,29.0
31,hand,DP,0.15,0.2,46.0
31,hand,DP,0.21,0.14,41.0
31,hand,DP,0.27,0.07999998,33.0
32,cube,OV,0.18,0.17,39.0
32,cube,OV,0.33,0.01999998,28.0
32,cube,OV,0.15,0.2,42.0
32,cube,OV,0.21,0.14,39.0
32,cube,OV,0.12,0.23,46.0
32,cube,OV,0.33,0.01999998,29.0
32,cube,OV,0.21,0.14,40.0
32,cube,OV,0.24,0.11,38.0
32,cube,OV,0.3,0.04999998,34.0
32,cube,OV,0.15,0.2,47.0
32,cube,OT,0.27,0.07999998,33.0
32,cube,OT,0.15,0.2,43.0
32,cube,OT,0.33,0.01999998,30.0
32,cube,OT,0.21,0.14,37.0
32,cube,OT,0.3,0.04999998,33.0
32,cube,OT,0.33,0.01999998,30.0
32,cube,OT,0.18,0.17,44.0
32,cube,OT,0.12,0.23,47.0
32,cube,OT,0.21,0.14,42.0
32,cube,OT,0.24,0.11,41.0
32,cube,SP,0.33,0.01999998,20.0
32,cube,SP,0.12,0.23,49.0
32,cube,SP,0.27,0.07999998,40.0
32,cube,SP,0.21,0.14,43.0
32,cube,SP,0.3,0.04999998,39.0
32,cube,SP,0.3,0.04999998,37.0
32,cube,SP,0.15,0.2,47.0
32,cube,SP,0.27,0.07999998,38.0
32,cube,SP,0.24,0.11,41.0
32,cube,SP,0.21,0.14,43.0
32,cube,DP,0.21,0.14,28.0
32,cube,DP,0.15,0.2,47.0
32,cube,DP,0.33,0.01999998,33.0
32,cube,DP,0.12,0.23,48.0
32,cube,DP,0.3,0.04999998,33.0
32,cube,DP,0.27,0.07999998,34.0
32,cube,DP,0.15,0.2,45.0
32,cube,DP,0.3,0.04999998,36.0
32,cube,DP,0.18,0.17,44.0
32,cube,DP,0.33,0.01999998,34.0
32,hand,OV,0.12,0.23,37.0
32,hand,OV,0.18,0.17,30.0
32,hand,OV,0.33,0.01999998,18.0
32,hand,OV,0.24,0.11,26.0
32,hand,OV,0.27,0.07999998,24.0
32,hand,OV,0.21,0.14,27.0
32,hand,OV,0.24,0.11,24.0
32,hand,OV,0.18,0.17,29.0
32,hand,OV,0.27,0.07999998,24.0
32,hand,OV,0.15,0.2,35.0
32,hand,OT,0.15,0.2,27.0
32,hand,OT,0.3,0.04999998,25.0
32,hand,OT,0.21,0.14,34.0
32,hand,OT,0.12,0.23,42.0
32,hand,OT,0.18,0.17,40.0
32,hand,OT,0.24,0.11,33.0
32,hand,OT,0.15,0.2,40.0
32,hand,OT,0.27,0.07999998,30.0
32,hand,OT,0.3,0.04999998,28.0
32,hand,OT,0.21,0.14,35.0
32,hand,SP,0.21,0.14,28.0
32,hand,SP,0.33,0.01999998,18.0
32,hand,SP,0.24,0.11,25.0
32,hand,SP,0.27,0.07999998,23.0
32,hand,SP,0.12,0.23,35.0
32,hand,SP,0.18,0.17,28.0
32,hand,SP,0.33,0.01999998,15.0
32,hand,SP,0.27,0.07999998,22.0
32,hand,SP,0.12,0.23,36.0
32,hand,SP,0.24,0.11,24.0
32,hand,DP,0.12,0.23,42.0
32,hand,DP,0.27,0.07999998,29.0
32,hand,DP,0.33,0.01999998,23.0
32,hand,DP,0.3,0.04999998,27.0
32,hand,DP,0.18,0.17,37.0
32,hand,DP,0.12,0.23,42.0
32,hand,DP,0.3,0.04999998,27.0
32,hand,DP,0.33,0.01999998,25.0
32,hand,DP,0.15,0.2,42.0
32,hand,DP,0.24,0.11,31.0
33,cube,OV,0.12,0.23,31.0
33,cube,OV,0.33,0.01999998,10.0
33,cube,OV,0.18,0.17,26.0
33,cube,OV,0.21,0.14,24.0
33,cube,OV,0.27,0.07999998,18.0
33,cube,OV,0.33,0.01999998,12.0
33,cube,OV,0.12,0.23,33.0
33,cube,OV,0.21,0.14,22.0
33,cube,OV,0.15,0.2,31.0
33,cube,OV,0.3,0.04999998,14.0
33,cube,OT,0.3,0.04999998,15.0
33,cube,OT,0.21,0.14,25.0
33,cube,OT,0.24,0.11,21.0
33,cube,OT,0.15,0.2,30.0
33,cube,OT,0.18,0.17,24.0
33,cube,OT,0.24,0.11,20.0
33,cube,OT,0.18,0.17,26.0
33,cube,OT,0.15,0.2,29.0
33,cube,OT,0.33,0.01999998,11.0
33,cube,OT,0.27,0.07999998,18.0
33,cube,SP,0.18,0.17,26.0
33,cube,SP,0.3,0.04999998,13.0
33,cube,SP,0.12,0.23,33.0
33,cube,SP,0.21,0.14,21.0
33,cube,SP,0.33,0.01999998,11.0
33,cube,SP,0.27,0.07999998,17.0
33,cube,SP,0.21,0.14,24.0
33,cube,SP,0.33,0.01999998,11.0
33,cube,SP,0.15,0.2,30.0
33,cube,SP,0.24,0.11,21.0
33,cube,DP,0.27,0.07999998,18.0
33,cube,DP,0.12,0.23,32.0
33,cube,DP,0.21,0.14,22.0
33,cube,DP,0.33,0.01999998,11.0
33,cube,DP,0.24,0.11,20.0
33,cube,DP,0.3,0.04999998,14.0
33,cube,DP,0.12,0.23,32.0
33,cube,DP,0.33,0.01999998,11.0
33,cube,DP,0.27,0.07999998,18.0
33,cube,DP,0.21,0.14,23.0
33,hand,OV,0.24,0.11,22.0
33,hand,OV,0.3,0.04999998,18.0
33,hand,OV,0.18,0.17,29.0
33,hand,OV,0.27,0.07999998,19.0
33,hand,OV,0.12,0.23,36.0
33,hand,OV,0.33,0.01999998,10.0
33,hand,OV,0.24,0.11,20.0
33,hand,OV,0.12,0.23,34.0
33,hand,OV,0.3,0.04999998,15.0
33,hand,OV,0.15,0.2,31.0
33,hand,OT,0.18,0.17,29.0
33,hand,OT,0.24,0.11,23.0
33,hand,OT,0.21,0.14,25.0
33,hand,OT,0.33,0.01999998,14.0
33,hand,OT,0.3,0.04999998,17.0
33,hand,OT,0.24,0.11,20.0
33,hand,OT,0.12,0.23,33.0
33,hand,OT,0.15,0.2,28.0
33,hand,OT,0.33,0.01999998,11.0
33,hand,OT,0.18,0.17,27.0
33,hand,SP,0.27,0.07999998,20.0
33,hand,SP,0.12,0.23,36.0
33,hand,SP,0.3,0.04999998,17.0
33,hand,SP,0.24,0.11,24.0
33,hand,SP,0.21,0.14,27.0
33,hand,SP,0.12,0.23,34.0
33,hand,SP,0.24,0.11,22.0
33,hand,SP,0.15,0.2,31.0
33,hand,SP,0.21,0.14,24.0
33,hand,SP,0.3,0.04999998,17.0
33,hand,DP,0.15,0.2,31.0
33,hand,DP,0.33,0.01999998,13.0
33,hand,DP,0.27,0.07999998,19.0
33,hand,DP,0.18,0.17,29.0
33,hand,DP,0.3,0.04999998,15.0
33,hand,DP,0.33,0.01999998,12.0
33,hand,DP,0.27,0.07999998,18.0
33,hand,DP,0.18,0.17,25.0
33,hand,DP,0.12,0.23,32.0
33,hand,DP,0.21,0.14,23.0
34,cube,OV,0.33,0.01999998,32.0
34,cube,OV,0.24,0.11,41.0
34,cube,OV,0.27,0.07999998,39.0
34,cube,OV,0.21,0.14,43.0
34,cube,OV,0.12,0.23,50.0
34,cube,OV,0.27,0.07999998,34.0
34,cube,OV,0.12,0.23,49.0
34,cube,OV,0.24,0.11,39.0
34,cube,OV,0.3,0.04999998,32.0
34,cube,OV,0.21,0.14,41.0
34,cube,OT,0.33,0.01999998,30.0
34,cube,OT,0.24,0.11,39.0
34,cube,OT,0.3,0.04999998,34.0
34,cube,OT,0.15,0.2,49.0
34,cube,OT,0.12,0.23,50.0
34,cube,OT,0.33,0.01999998,33.0
34,cube,OT,0.24,0.11,41.0
34,cube,OT,0.12,0.23,50.0
34,cube,OT,0.27,0.07999998,34.0
34,cube,OT,0.18,0.17,45.0
34,cube,SP,0.24,0.11,15.0
34,cube,SP,0.12,0.23,49.0
34,cube,SP,0.33,0.01999998,30.0
34,cube,SP,0.27,0.07999998,36.0
34,cube,SP,0.15,0.2,46.0
34,cube,SP,0.18,0.17,47.0
34,cube,SP,0.24,0.11,39.0
34,cube,SP,0.12,0.23,49.0
34,cube,SP,0.3,0.04999998,33.0
34,cube,SP,0.27,0.07999998,34.0
34,cube,DP,0.15,0.2,49.0
34,cube,DP,0.12,0.23,50.0
34,cube,DP,0.3,0.04999998,34.0
34,cube,DP,0.18,0.17,45.0
34,cube,DP,0.33,0.01999998,32.0
34,cube,DP,0.24,0.11,43.0
34,cube,DP,0.33,0.01999998,32.0
34,cube,DP,0.27,0.07999998,37.0
34,cube,DP,0.15,0.2,49.0
34,cube,DP,0.12,0.23,52.0
34,hand,OV,0.33,0.01999998,25.0
34,hand,OV,0.15,0.2,44.0
34,hand,OV,0.12,0.23,47.0
34,hand,OV,0.3,0.04999998,29.0
